     27,一眸
  68775,一眼
   5972,一睡
   5873,一瞥
 509609,一瞬
   5522,一矢
   1676,一石
    161,一碧
  14762,一礼
 184247,一種
  41722,一端
   4752,一笑
  11613,一筆
  19869,一等
  51978,一筋
    988,一策
  25426,一節
   3466,一糸
    482,一系
    871,一統
4939330,一緒
  58092,一線
   4322,一縷
   1471,一纏
   2973,一群
    559,一義
  10009,一翼
  13233,一考
   3498,一聴
    661,一肌
    138,一能
    477,一脈
     95,一腰
    367,一腹
     44,一臂
 317894,一致
  10901,一興
3503321,一般
  68913,一色
   6582,一花
   5691,一芸
     55,一荒
     64,一葦
  58487,一行
 350036,一見
1409774,一覧
 101345,一角
 625831,一言
   1866,一計
   4257,一語
  25512,一説
  84842,一読
     69,一議
 243779,一貫
    402,一走
    536,一越
  79804,一足
  22407,一路
  15734,一蹴
  42372,一躍
   9612,一身
  35450,一軍
  59869,一転
  23159,一辺倒
  62356,一途
   8879,一通
 178877,一連
   4238,一遍
  39735,一過
   1456,一道
2359356,一部
    260,一郭
  14859,一門
   8410,一閃
    296,一陣
   2691,一隅
  18640,一際
   4642,一難
   2474,一雨
    105,一面
   1140,一頃
    585,一頻
   4312,一類
   1381,一顧
  30126,一風
    157,一驚
    314,一髪
     60,一鶴
     24,丁々
     35,丁付
   1589,丁半
   1000,丁場
   1901,丁子
   3394,丁字
1425588,丁寧
    235,丁年
      6,丁幾
 221717,丁度
    457,丁数
 425649,丁目
   3177,丁稚
  14404,丁重
    362,丁髷
    258,七三
  21069,七五三
   3437,七光
     97,七化
    106,七厘
  20535,七味
  87950,七夕
    539,七夜
  10683,七宝
   1738,七彩
   2416,七曜
   1011,七曲
    260,七珍
    923,七種
   6292,七色
  21768,七草
   3503,七赤
   2360,七転
   2104,七輪
    239,七重
  53718,万一
   3978,万丈
   2988,万世
    151,万両
     53,万乗
  20036,万事
    675,万人
   5490,万代
   1068,万作
 176270,万全
   3254,万力
  48224,万博
    643,万古
  27093,万国
     73,万夫
   1225,万屋
     34,万巻
  33173,万引
   2446,万感
     32,万態
    329,万才
    913,万有
   2419,万札
    183,万朶
    205,万機
  14287,万歳
   1366,万死
   2450,万民
     91,万灯
  20324,万物
  10470,万病
    994,万福
  31011,万端
   2987,万策
    531,万緑
 161189,万能
    307,万般
  10481,万葉
     81,万言
     28,万謝
   3436,万象
    169,万邦
  14199,万里
    329,万金
   1134,万障
   1471,万難
   1216,万雷
     37,万頃
    194,万骨
     73,丈余
    465,丈六
 221619,丈夫
     31,丈比
   1094,三下
    626,三世
     33,三五
    475,三伏
    717,三助
    115,三后
   1935,三味
   3424,三唱
   1347,三善
     64,三嘆
  22175,三塁
    249,三太夫
     90,三女
   5421,三宝
    229,三巴
    117,三弦
   1844,三彩
   3410,三徳
    174,三思
  65401,三振
  74548,三昧
     99,三更
   3860,三枚目
    876,三業
   1750,三権
     11,三歎
   1434,三毛
     40,三毬杖
   8163,三流
    613,三献
   1779,三猿
  33106,三男
   1835,三界
   9490,三盆
   6074,三碧
    393,三竦
    440,三箇日
    881,三絃
    122,三綱
     56,三羽
   1158,三者
  65948,三脚
     42,三舎
   2083,三葉
   6050,三蔵
 136655,三角
   2644,三軍
   4387,三途
      4,三遷
   1248,三里
   1267,三顧
  42705,上々
    373,上﨟
 352207,上下
    849,上世
 112574,上乗
  81241,上京
  29731,上人
   4447,上代
 636348,上位
  25966,上体
    270,上作
    274,上使
  29233,上値
  24426,上側
  19041,上出来
     61,上刻
   3255,上前
    304,上包
   1740,上古
 672604,上司
  63378,上向
  20807,上告
 381060,上品
   8093,上唇
 288678,上回
   2721,上地
 295970,上場
  35806,上塗
    749,上士
    279,上声
   2265,上天
   1509,上奏
   8345,上官
   2078,上客
   2760,上家
   3311,上屋
  47638,上層
  16707,上履
   2526,上巳
  10844,上巻
   3494,上布
    820,上帝
   7175,上席
    434,上底
   7564,上座
    185,上廻
  15354,上弦
   1150,上張
   3042,上役
    560,上意
  17376,上戸
2011809,上手
    378,上擦
   1613,上敷
  51983,上方
 162928,上旬
 952778,上昇
 240889,上映
  52296,上書
  10881,上期
    850,上木
   1256,上板
    363,上根
   8088,上梓
  40966,上棟
  59684,上段
   7867,上気
   5744,上水
   7278,上洛
  97408,上流
      2,上浣
   1507,上滑
  75242,上演
    663,上潮
   5515,上澄
   5132,上物
    521,上玉
    198,上田
   4176,上申
   6937,上町
    142,上略
    147,上番
   7548,上白
  15452,上皇
  16780,上皮
   5252,上目
  82750,上着
   7634,上程
  11277,上積
  88059,上空
   8733,上端
  33285,上等
    709,上策
   3971,上納
    181,上紙
 280170,上級
   2333,上絵
     43,上聞
  12496,上肢
   1873,上背
  45478,上腕
     76,上腿
      4,上舵
    288,上船
   3930,上蓋
    615,上薬
   2858,上衣
   3708,上表
    765,上製
    635,上覧
1766734,上記
   3490,上訴
    601,上貼
 203670,上質
   9687,上辺
  67083,上述
 230128,上達
 289968,上部
  13481,上長
 437320,上限
 128533,上陸
   3423,上隅
  22205,上面
   3900,上靴
  24462,上顎
   3550,下々
     53,下﨟
    267,下乗
   1385,下人
     22,下仕
    517,下付
  73339,下位
    103,下作
  20013,下値
   2192,下働
  12008,下僕
    127,下僚
   8374,下克上
    272,下刈
     83,下刻
   9349,下剋上
   1319,下前
  16806,下剤
   4408,下劣
    815,下卑
 147075,下取
    784,下司
    342,下名
  31579,下向
  27594,下味
    973,下命
  34113,下品
    369,下問
 128353,下回
  51742,下図
 208915,下地
  27887,下垂
    802,下城
  34796,下塗
    705,下士
    875,下女
     43,下婢
    572,下学
  22220,下宿
   3371,下屋
  26629,下層
    440,下履
  86658,下山
  14366,下巻
    524,下帯
   3391,下座
   1341,下廻
   8275,下弦
    423,下張
    280,下役
  15729,下心
     60,下情
    106,下意
   6949,下戸
 363680,下手
   4071,下押
      8,下拙
   1519,下拵
     61,下掛
  12444,下支
    306,下放
  25880,下敷
  39509,下方
 226233,下旬
  51034,下書
   9507,下期
    903,下枝
  39699,下校
    229,下根
  59096,下段
  37255,下水
  55575,下流
     10,下浣
  12171,下火
     63,下獄
    295,下生
   2067,下田
    678,下男
  60079,下町
  13848,下界
    242,下略
     91,下番
 170781,下痢
   3099,下目
 152566,下着
   1812,下知
   1333,下種
  13296,下積
     84,下穿
     19,下立
   7999,下端
   3956,下等
    656,下策
  14812,下級
  13098,下絵
  16040,下線
     36,下縫
    141,下職
  35957,下肢
    308,下肥
      3,下脹
  30590,下腹
   8421,下腿
   1210,下膨
  10871,下船
   7249,下草
     60,下萌
 264521,下落
   4043,下衆
  10317,下表
  57558,下見
1553272,下記
    957,下読
  34394,下調
  65871,下請
    154,下貼
   3180,下賜
   3752,下足
 137717,下車
   1797,下辺
    403,下達
    340,下郎
 185467,下部
  13585,下野
  73307,下降
  40360,下限
     67,下陰
   1598,下隅
     37,下露
   7846,下面
    320,下風
   3732,下馬
  49541,下駄
    147,不一
    195,不乱
     11,不予
   4780,不二
    289,不仁
     46,不仕合
  27285,不仲
   3316,不休
  10949,不作
     79,不例
 322460,不便
  89391,不信
 245497,不倫
   1015,不偏
  96503,不備
    232,不入
  82658,不全
    856,不具
    406,不出
 159545,不利
   2860,不労
  82016,不動
    121,不参
 424038,不可
  17078,不吉
   3942,不同
  86444,不向
  59296,不味
   8774,不和
  65456,不問
   1027,不善
 163475,不在
   2542,不埒
    123,不堪
    281,不壊
  22237,不変
   1127,不如帰
 117286,不妊
    757,不孝
     90,不学
2583265,不安
  31716,不定
   3579,不実
     21,不宣
 112108,不審
    431,不尽
  15995,不屈
   3980,不届
    886,不帰
  24793,不平
 229727,不幸
     14,不弁
 105352,不当
   2620,不徳
    536,不忠
 304177,不快
     38,不念
1071805,不思議
  40551,不急
     20,不悉
   3147,不惑
  41296,不意
   1187,不感
  42103,不慣
  14308,不慮
  19749,不憫
   3153,不戦
  12754,不手際
     81,不才
   9010,不払
    136,不承
    401,不抜
  71336,不振
  12361,不揃
   1991,不撓
    173,不敏
   3763,不敗
   4063,不敬
   1053,不整
  10144,不敵
   3158,不文
   9013,不断
     50,不日
 881798,不明
   2968,不易
    697,不時
  30437,不服
   9012,不朽
    548,不束
    257,不様
 384709,不正
  19682,不死
  24405,不毛
   7411,不治
  75021,不況
  85470,不法
   6210,不浄
   4111,不渡
  22400,不測
 523749,不満
    453,不溶
  25116,不滅
   7825,不漁
  23231,不潔
    159,不為
  16669,不燃
     93,不犯
     40,不猟
  13832,不用
  13515,不甲斐
  19527,不発
  64540,不眠
   3337,不着
   7599,不知
  18024,不確
    394,不磨
    844,不祥
  33984,不穏
   1182,不等
    357,不粋
   4677,不精
    835,不納
   8761,不純
     46,不縁
   3492,不義
   9484,不老
   4947,不肖
 142671,不能
   1556,不興
 480760,不良
1027748,不要
     25,不見転
  15646,不覚
   1599,不言
  29903,不評
  20254,不詳
 335755,不調
  12373,不貞
  13625,不買
1323377,不足
   3988,不躾
     57,不軌
  33304,不通
   1330,不逞
  18780,不遇
  38265,不運
   6286,不遜
   4969,不適
    114,不錯
   1055,不随
    508,不離
  37750,不順
    550,不馴
   3224,与件
  21743,与信
  91877,与党
   2703,与力
    260,与国
   4114,与太
    128,与奪
    281,与格
  18714,与野党
   2504,丑三
   1190,丑寅
    132,且座
      4,丕基
      3,丕業
      8,丕顕
   1168,世々
    842,世上
    747,世事
   1501,世人
1091524,世代
  10651,世俗
    113,世嗣
     14,世塵
  10546,世子
   2032,世尊
 380499,世帯
     12,世心
   4273,世情
     84,世態
    328,世慣
     43,世才
   1796,世捨
     95,世故
     64,世智
      9,世柄
   7280,世渡
6340037,世界
   3100,世直
  14020,世相
    378,世知
 480770,世紀
   2540,世継
  12723,世襲
   1953,世評
 166305,世話
 105088,世論
    116,世路
  32551,世辞
    377,世迷
     97,世過
     61,世道
 461903,世間
     73,世離
     18,世馴
  29927,丘陵
   1597,丙午
   2165,丞相
    127,両々
     10,両三
      2,両下
      1,両乳
   2197,両人
      1,両件
      3,両会
      1,両便
    142,両個
  68725,両側
      3,両傍
     81,両像
      3,両党
    611,両全
   2547,両刀
   5051,両刃
   1487,両分
    358,両切
    430,両前
    225,両剤
      1,両区
      2,両句
     14,両名
    305,両君
      1,両図
  88509,両国
     11,両地
      9,両夫
      3,両字
      1,両宮
  29351,両家
      1,両局
      1,両属
     43,両岸
      1,両島
   3149,両市
      2,両帝
    445,両年
      6,両庁
    164,両度
      1,両弦
      2,両役
    466,両得
   6595,両性
    260,両所
 213192,両手
      1,両指
      1,両掌
   1688,両断
 788581,両方
  32449,両日
      2,両書
  81962,両替
    113,両朝
      8,両村
     14,両条
   6364,両校
      8,両案
     83,両棲
   4100,両極
    263,両様
   1365,両機
     39,両次
  12282,両氏
      1,両気
      5,両水
      2,両江
     12,両河
      1,両法
   1215,両派
      3,両港
      3,両為
      1,両王
      6,両班
    604,両生
  27037,両用
    933,両町
      2,両界
  18475,両目
   1321,両省
      2,両眉
      2,両県
     23,両眼
  30880,両社
     43,両種
 237786,両立
  49999,両端
      1,両等
      7,両箱
      2,両系
    512,両紙
      5,両組
    172,両統
   1251,両義
   3938,両翼
 168288,両者
      4,両耳
      3,両肌
      2,両肘
      1,両股
      8,両肩
      1,両胸
      9,両脇
   8790,両脚
     10,両腕
      3,両膝
      6,両臂
    175,両舌
    216,両船
     14,両蓋
      1,両藩
     22,両虎
    792,両行
      3,両袖
 655309,両親
      3,両説
  61962,両論
  57077,両足
      1,両車
      5,両軍
  13594,両輪
   2754,両辺
    374,両道
      3,両郡
   1632,両部
      3,両重
   5681,両開
  10543,両院
      3,両隊
      2,両階
  11997,両隣
   1713,両雄
 166916,両面
    626,両頭
      4,両頰
      1,両馬
  14524,並々
  31498,並列
  10014,並外
   1058,並存
    186,並居
      8,並巾
     53,並幅
  76694,並木
     18,並無
     43,並称
   2824,並立
    684,並置
 134816,並行
   1348,並製
    182,並足
   1775,並進
     88,中﨟
  75794,中世
    189,中仕切
   8064,中休
   9134,中位
   7869,中佐
    489,中倉
    351,中値
 125877,中傷
  66593,中元
   2329,中入
     21,中刻
   4846,中前
  21876,中卒
    781,中原
   1058,中口
 999189,中古
  11650,中味
  34913,中和
    176,中啓
   8911,中団
    129,中国
  66516,中型
    219,中執
  85128,中堅
    669,中塗
     49,中売
   5320,中外
   1067,中天
 959977,中央
   1599,中子
 613291,中学
   5927,中宮
  14740,中将
  12218,中尉
 470992,中小
  12004,中層
   5651,中州
    113,中幅
    120,中幕
   1088,中干
  85769,中年
   6031,中座
  64305,中庭
   9390,中庸
    810,中弛
    623,中形
2409993,中心
 108289,中性
   2994,中手
    277,中折
   2546,中押
  37699,中指
 151683,中断
 252499,中旬
    938,中有
 105184,中期
  58061,中枢
  68011,中核
    291,中業
      2,中次
 627773,中止
   2660,中正
  30872,中段
   3959,中殿
 126522,中毒
   3332,中気
   1641,中波
  13832,中洲
  15076,中流
      4,中浣
   3941,中温
     19,中潜
   3748,中潮
  52730,中火
   2678,中点
   3678,中産
  82117,中略
 138739,中盤
    289,中研
    710,中砥
  21283,中秋
     42,中称
   4144,中程
  16614,中空
  67971,中立
  44483,中等
    975,中篇
 115080,中級
  21691,中絶
 261619,中継
  22305,中綿
  11941,中編
    402,中老
   1160,中耕
   4600,中耳
   3561,中肉
   5308,中背
   8241,中腰
  19784,中腹
   4751,中興
   3151,中落
   1939,中葉
   3770,中表
     42,中許
    665,中越
 724417,中身
   4042,中軸
    865,中農
  59128,中退
 105687,中途
   3912,中通
  15801,中道
 111210,中部
  58093,中長期
   3083,中門
 333056,中間
     16,中限
   4463,中陰
   9474,中隊
     44,中震
   4541,中音
  22532,中頃
   2544,中風
   5181,中食
  57942,中高
    747,中黒
   8507,串刺
    494,串柿
  21213,串焼
  40631,丸々
   2647,丸儲
  33232,丸出
   6293,丸刈
     17,丸取
   6028,丸吞
  37240,丸太
     24,丸寝
    993,丸帯
      2,丸幅
   3079,丸干
     88,丸打
    777,丸抱
    619,丸揚
    700,丸損
   2294,丸木
    900,丸本
    215,丸材
     82,丸染
  33061,丸洗
    689,丸潰
  11825,丸焼
   3970,丸腰
   2353,丸薬
   7819,丸裸
   1721,丸襟
  31040,丸見
   3937,丸首
    145,丸髷
    596,丸麦
    608,丹前
    195,丹塗
    258,丹心
  26177,丹念
    269,丹毒
  11592,丹田
  16603,丹精
    143,丹色
    158,丹花
   3633,丹誠
    337,丹青
   2139,丹頂
    888,主上
  14670,主事
 521965,主人
 112574,主任
    494,主位
 283153,主体
 549864,主催
   1746,主剤
 111685,主力
   1236,主動
   8433,主務
     75,主取
  12415,主君
   7383,主命
    932,主唱
   9624,主因
  29170,主夫
 557770,主婦
   1935,主客
  72680,主宰
   1445,主家
  14135,主審
  43295,主将
 144429,主導
   2207,主峰
  39246,主席
  11939,主幹
 708879,主張
 284059,主役
  10769,主従
      9,主恩
     75,主情
   3963,主意
    102,主我
  17414,主戦
    118,主持
   4286,主教
   4590,主文
  27780,主旨
  11494,主査
   2443,主格
  56635,主権
 235340,主流
 388112,主演
     53,主潮
    358,主点
   8976,主犯
    608,主用
  20513,主眼
    278,主知
  14542,主砲
  11514,主神
   3964,主祭
    851,主立
   1873,主筆
    881,主筋
   9218,主管
 798754,主義
   7326,主翼
    972,主脈
   1855,主著
    607,主薬
 406716,主要
 116247,主観
   3697,主計
  48576,主語
    935,主調
    156,主謀
   5483,主賓
  40238,主軸
     56,主辞
   1197,主部
    234,主面
   1876,主音
  51274,主題
  74178,主食
      2,乃兄
    197,乃公
     52,乃父
      1,乃翁
   6009,乃至
 478371,久々
   1371,久寿
   5382,久方
   6078,久遠
    139,久闊
      9,久離
      7,乎古止点
  47541,乖離
     28,乗上
      8,乗付
   1269,乗入
      2,乗具
    209,乗出
    187,乗切
  52078,乗務
    109,乗取
  11568,乗合
  17236,乗員
     12,乗回
   2565,乗場
  98671,乗客
     57,乗手
     14,乗打
    152,乗捨
  38597,乗換
   3619,乗数
      8,乗替
      4,乗機
      1,乗気
   2828,乗法
   4237,乗物
  10610,乗用
     41,乗移
   6900,乗算
  19242,乗組
  66713,乗船
   1492,乗艦
    864,乗越
 278790,乗車
    426,乗込
  22621,乗降
    317,乗除
  49628,乗馬
    491,乙夜
 139696,乙女
   5036,乙姫
     64,乙甲
    260,乙矢
   4538,乙種
     61,九々
    421,九天
   1296,九字
    120,九拝
  21406,九星
   1826,九曜
  32599,九月
   3338,九死
     51,九泉
    153,九牛
   5822,九紫
    305,九輪
   3992,九重
     28,乞児
     49,乞巧
  12769,乞食
    882,乱丁
   6426,乱世
      1,乱人
    355,乱伐
     31,乱作
     93,乱倫
  26126,乱入
   7156,乱切
   1570,乱取
      1,乱声
    215,乱売
      2,乱妨
     84,乱婚
  10632,乱射
      4,乱山
      1,乱序
      3,乱後
   2618,乱心
   6428,乱戦
   4205,乱打
     61,乱掘
      1,乱政
  22837,乱数
   5320,乱文
  52405,乱暴
    920,乱杭
      1,乱次
      2,乱流
   9350,乱獲
  27335,乱用
      4,乱痴気
     23,乱療
   6994,乱発
      1,乱神
  20680,乱立
   1078,乱筆
    466,乱脈
     18,乱臣
  40295,乱舞
   1278,乱菊
    498,乱行
  22303,乱視
   1806,乱読
   2622,乱調
    146,乱費
    202,乱軍
     40,乱逆
   1307,乱造
     10,乱酒
     12,乱酔
  20813,乱闘
  12065,乱雑
     52,乱雲
     56,乱髪
   1009,乱麻
     79,乳人
  66330,乳児
     55,乳切
   2861,乳剤
  21052,乳化
     16,乳吞
  82601,乳幼児
  34466,乳房
    339,乳棒
   8808,乳業
  33360,乳歯
   7548,乳母
   2216,乳汁
 142072,乳液
   7217,乳牛
    256,乳状
  11981,乳癌
  14592,乳糖
    196,乳繰
    164,乳肉
  36047,乳腺
    715,乳臭
    376,乳質
    170,乳酪
  42041,乳酸
   1012,乳鉢
   1625,乳離
  25991,乳頭
   3062,乳飲
  21723,乳首
   1961,乳香
     48,乾上
      3,乾反
     46,乾咳
   1547,乾坤
   9554,乾季
   1206,乾布
   6525,乾式
  37524,乾性
   9007,乾拭
   1641,乾期
 113699,乾杯
    778,乾板
      4,乾柿
      2,乾死
    296,乾海苔
    111,乾涸
   1508,乾湿
     45,乾溜
   1193,乾漆
   4264,乾煎
1416648,乾燥
  19047,乾物
     15,乾瓢
    474,乾田
    527,乾留
  10962,乾癬
    121,乾繭
    908,乾草
     10,乾葉
    167,乾酪
     98,乾飯
      3,乾鰯
  13543,乾麵
   5042,亀甲
  42925,亀裂
     53,了察
1020341,了承
    721,了知
    162,了簡
   2466,了見
 106586,了解
   1353,予価
 192370,予備
  25884,予兆
 307146,予告
     46,予土
 347764,予報
3779599,予定
    624,予察
    778,予審
     16,予対
  22414,予後
1766281,予想
 220729,予感
      5,予戒
  15269,予断
  68122,予期
    813,予洗
 493956,予測
  17127,予熱
      1,予燃
  43568,予知
    234,予示
   1741,予科
   1038,予稿
    263,予章
1005330,予算
3845748,予約
   5201,予納
  78394,予習
  15043,予行
    216,予表
  20274,予見
     40,予覚
  66602,予言
   7695,予診
     79,予讃
     22,予責
      6,予輩
 238647,予選
    322,予鈴
1400922,予防
     89,予震
    628,予餞
   1705,争乱
      4,争利
    122,争力
      2,争友
      2,争名
  44584,争奪
     10,争戦
      5,争斗
  33036,争点
      9,争碁
   1020,争覇
   1261,争訟
    631,争論
   7992,争議
    359,争闘
    280,争鳴
    509,事々
    517,事事
1441385,事件
 861873,事例
  51241,事典
    945,事切
1564141,事前
 921923,事務
  19859,事変
   3598,事大
   4254,事始
1334696,事実
     71,事寄
      6,事彙
  50704,事後
 817611,事情
 786670,事態
1716279,事故
    103,事新
 105208,事柄
 107715,事案
4188109,事業
  13340,事欠
  10596,事物
   2371,事犯
   1499,事理
  78048,事由
    332,事相
     46,事端
  14311,事細
   2643,事績
     35,事触
     31,事訳
 104353,事象
  22211,事足
   1342,事跡
 963374,事項
    157,二三
     90,二上
    233,二世
   2214,二乗
     35,二伸
   5093,二元
    340,二八
    169,二合半
  18526,二塁
   4756,二女
  12216,二子
    462,二季
 144690,二度
    142,二形
     18,二従兄弟
    846,二心
      3,二時
      7,二期
   5697,二枚目
   2647,二枚舌
     72,二業
   6964,二流
  10275,二男
  21766,二股
    832,二葉
    331,二親
   5063,二言
   1402,二院
   3337,二黒
 107814,云々
     24,云為
    198,互先
  14054,互助
    241,互層
    181,互市
   3206,互恵
 128798,互換
      2,互替
      1,互渉
   1640,互生
  24754,互角
      4,互訓
     41,互評
    308,互譲
      2,互違
   3381,互選
    466,互除
   4983,五体
    465,五倍子
    370,五倫
    315,五加
   9537,五味
    744,五官
   6525,五山
   1194,五常
   1559,五彩
   9603,五徳
  61999,五感
    997,五戒
   3480,五指
    595,五教
    158,五更
  83435,五月
    129,五根
  12463,五目
   8640,五穀
    402,五節
   1269,五経
   4429,五臓
   8117,五色
    434,五菜
   1116,五蘊
  16251,五行
    236,五衰
    435,五言
     95,五識
 282476,五輪
    435,五逆
     81,五障
    639,五音
   7055,五黄
    246,井守
  76395,井戸
   1816,井桁
     28,井然
     37,井目
   2870,井筒
     64,些々
   1290,些事
   1425,些少
   3430,些末
 118602,些細
      4,亜型
   2351,亜流
    499,亜炭
      2,亜然
      7,亜目
     11,亜相
      4,亜科
     22,亜種
    148,亜聖
    152,亜鈴
  95299,亜鉛
    235,亜門
   6662,亜麻
     18,亡主
     89,亡兄
      9,亡児
     14,亡八
     64,亡友
     44,亡君
  22522,亡命
   6846,亡国
     11,亡地
    722,亡夫
   1231,亡失
     11,亡妹
    286,亡妻
     25,亡姉
      1,亡帝
     25,亡弟
    100,亡念
     11,亡我
      7,亡村
    737,亡母
     33,亡滅
   2555,亡父
    125,亡羊
   9865,亡者
     13,亡親
  15605,亡霊
   6436,亡骸
    152,亡魂
     47,亢奮
    106,亢竜
  15586,亢進
      4,亢陽
  95705,交互
 254282,交付
 243205,交代
    573,交会
  21935,交信
     19,交利
   4046,交叉
  36407,交友
    382,交合
     59,交名
     53,交唱
     70,交声
  12949,交尾
  62352,交差
    440,交情
   1832,交感
      8,交戟
  17167,交戦
    855,交接
2381100,交換
  26855,交易
  19746,交替
   4986,交歓
 887973,交流
 634270,交渉
   8183,交点
     17,交用
  35861,交番
    448,交直
     10,交突
   1458,交絡
    189,交線
    744,交織
      9,交親
     38,交角
    505,交誼
    365,交趾
     17,交迭
1206242,交通
   3654,交遊
  40131,交配
     27,交鈔
  23983,交錯
      1,交闘
 362278,交際
     46,交隣
   8169,交雑
   1039,交霊
  51091,交響
    224,亥子
   3456,亥年
  56473,享受
  19207,享年
   1149,享有
   3978,享楽
   2161,京劇
   1308,京女
    665,京師
    635,京染
   5003,京畿
    220,京童
    412,京舞
    683,京菜
     10,京都
    858,京間
     72,亭々
  13689,亭主
1304318,人々
    844,人世
   4922,人中
 454795,人事
     11,人交
  29133,人付
 133499,人件
  13273,人任
   2367,人伝
 129294,人体
    930,人使
   1019,人倫
    263,人偏
    106,人傑
    279,人入
  36208,人出
   1776,人別
 220043,人前
  30437,人力
   8993,人助
 165930,人参
  15170,人受
 561489,人口
    412,人台
  17351,人名
   1695,人君
  24591,人命
    480,人品
 127845,人員
   1950,人垣
   1332,人士
    627,人声
  12150,人外
   3242,人夫
   3022,人好
  13322,人妻
   3249,人嫌
    540,人定
   9804,人家
    548,人寄
    104,人寿
   1379,人少
    456,人屋
    839,人山
 422550,人工
  56846,人差
  11325,人当
 331461,人形
  21202,人影
    152,人待
    443,人後
   6211,人徳
   7160,人心
     25,人怖
    750,人性
   3608,人恋
  34680,人情
    120,人我
 128123,人手
    285,人才
   1176,人払
   1041,人指
     17,人擦
    447,人攫
 912231,人数
  27514,人文
   3929,人智
   3652,人月
  15579,人望
 854517,人材
 166416,人柄
   8540,人柱
 167128,人格
 207851,人権
     51,人橋
   1490,人死
  12301,人殺
  61891,人民
5663578,人気
   2673,人波
    376,人泣
   4625,人海
  38974,人混
     45,人溜
   9824,人災
  27042,人為
     68,人煙
     29,人爵
 950326,人物
2562063,人生
   1453,人界
   2711,人畜
  85739,人的
    395,人皇
  48075,人目
  16569,人相
    541,人真似
  18571,人知
     19,人礫
  11198,人称
    811,人税
 124517,人種
    478,人穴
   1408,人糞
    527,人絹
    996,人聞
  13688,人肌
  82753,人脈
      2,人膚
    266,人臣
    197,人臭
    939,人証
   4782,人語
    104,人買
  47369,人質
   1930,人足
    489,人跡
  62441,人身
   4476,人込
  35318,人通
  16777,人造
  24826,人道
   4022,人違
  23081,人選
  12575,人里
4003497,人間
     92,人陰
    431,人非人
   5946,人面
   3893,人頭
    582,人頼
 334454,人類
   5100,人馬
   3890,人馴
   1228,人騒
   5592,人骨
   1855,人魂
  30988,人魚
  23206,什器
     79,什宝
    145,什物
    362,仁俠
    745,仁君
    505,仁徳
     95,仁恵
   2406,仁愛
    515,仁慈
    466,仁政
  11029,仁義
    602,仁者
    545,仁術
     43,仄声
    922,仄聞
    420,仇名
      7,仇怨
      2,仇情
   1870,仇敵
     13,仇浪
   2213,仇討
  21934,今一
   5832,今上
    428,今体
  13193,今冬
11107787,今回
  40268,今夏
   1567,今夕
 253666,今夜
 199421,今季
  30373,今宵
4342533,今年
1169458,今度
3520028,今後
     51,今方
7916084,今日
   8534,今昔
  27280,今春
  59928,今時
  72568,今晩
     56,今暁
 191502,今更
 697728,今月
 399069,今朝
  98800,今期
   1611,今様
   2627,今次
   6914,今生
  23595,今秋
  17797,今般
 892213,今週
   2593,今際
 111431,今頃
 124165,介入
  83364,介助
  17739,介在
     49,介意
   6180,介抱
   3338,介添
1523613,介護
   2132,介錯
  10062,仏事
    183,仏体
  55057,仏像
  21996,仏具
   3148,仏典
     25,仏刹
   8316,仏前
    187,仏力
    233,仏参
    259,仏土
   1984,仏堂
   5470,仏塔
  96206,仏壇
    370,仏子
